representation,x,y,stage,stage_id,subject_id
E1,-5.553149223327637,-9.20872974395752,N2,2,SC425
E1,-4.213918209075928,42.57128143310547,W,0,SC441
E1,12.84422492980957,-12.592083930969238,N2,2,SC400
E1,-31.331575393676758,-12.204612731933594,REM,4,SC425
E1,-20.6668758392334,-10.316837310791016,N2,2,SC425
E1,-9.724570274353027,21.329341888427734,W,0,SC441
E1,7.573421478271484,-22.00745391845703,N2,2,SC433
E1,-6.354701519012451,44.416751861572266,W,0,SC461
E1,-33.916748046875,-8.337449073791504,REM,4,SC451
E1,22.86455535888672,-14.085226058959961,N2,2,SC425
E1,1.2516634464263916,-12.914041519165039,N2,2,SC460
E1,-32.778865814208984,-11.46008014678955,REM,4,SC425
E1,31.647228240966797,3.564462423324585,N2,2,SC461
E1,0.2449030727148056,-1.3888620138168335,N1,1,SC441
E1,5.443457126617432,-20.955080032348633,N2,2,SC428
E1,30.022903442382812,-7.365118026733398,N3,3,SC460
E1,-19.611953735351562,15.951498031616211,N1,1,SC461
E1,-7.864082336425781,39.71001052856445,W,0,SC433
E1,-23.655994415283203,-0.03702168166637421,REM,4,SC433
E1,-11.163416862487793,31.788721084594727,W,0,SC400
E1,-4.360329627990723,43.845489501953125,W,0,SC428
E1,-4.252346992492676,33.495174407958984,W,0,SC400
E1,-5.569300174713135,41.17343521118164,W,0,SC425
E1,-29.269624710083008,-14.692651748657227,REM,4,SC425
E1,21.26004981994629,-4.754732608795166,N1,1,SC460
E1,2.582068681716919,-14.478535652160645,N2,2,SC460
E1,-12.129560470581055,-11.65208625793457,REM,4,SC461
E1,-26.365581512451172,-8.738945007324219,REM,4,SC433
E1,36.114410400390625,-1.9020825624465942,N3,3,SC461
E1,21.50578498840332,-12.272117614746094,N3,3,SC460
E1,-10.308493614196777,35.86750030517578,W,0,SC400
E1,41.54917526245117,7.150081634521484,N3,3,SC428
E1,-35.118492126464844,-9.176555633544922,REM,4,SC451
E1,-19.538291931152344,16.3300724029541,N1,1,SC433
E1,4.241059303283691,-12.678009033203125,N2,2,SC460
E1,42.355125427246094,8.147730827331543,N3,3,SC400
E1,15.17795181274414,-20.485546112060547,N3,3,SC425
E1,-1.0296074151992798,-4.203163146972656,N2,2,SC460
E1,30.050092697143555,-5.411584377288818,N3,3,SC461
E1,33.37803268432617,-3.9887144565582275,N3,3,SC460
E1,31.119779586791992,-5.502352714538574,N3,3,SC400
E1,-28.83133888244629,-17.806371688842773,N1,1,SC400
E1,49.53193664550781,7.777617454528809,N3,3,SC428
E1,18.283710479736328,-5.660963535308838,N2,2,SC441
E1,-29.256074905395508,-6.064409255981445,REM,4,SC441
E1,-33.572410583496094,-18.466829299926758,REM,4,SC428
E1,10.168845176696777,-14.84676742553711,N2,2,SC441
E1,-23.246641159057617,-3.3035268783569336,REM,4,SC441
E1,-5.923105716705322,46.7867546081543,W,0,SC461
E1,-23.482603073120117,-15.830958366394043,REM,4,SC425
E1,-7.70761251449585,23.98663902282715,W,0,SC433
E1,-12.24111557006836,-8.50121784210205,N1,1,SC441
E1,14.545422554016113,-8.529504776000977,N3,3,SC460
E1,-5.278724670410156,37.312355041503906,W,0,SC433
E1,-5.548721790313721,42.604793548583984,W,0,SC461
E1,-18.206735610961914,11.060426712036133,W,0,SC425
E1,24.850299835205078,0.21723124384880066,REM,4,SC461
E1,-32.8563117980957,-10.197184562683105,REM,4,SC441
E1,-21.33930015563965,-10.437439918518066,REM,4,SC433
E1,-8.760689735412598,21.719215393066406,W,0,SC441
E1,-12.51158332824707,16.141101837158203,N1,1,SC425
E1,7.2424845695495605,-17.648725509643555,REM,4,SC460
E1,2.6577866077423096,-13.351244926452637,N2,2,SC441
E1,-33.591102600097656,-0.3390183746814728,REM,4,SC433
E1,-31.823179244995117,-18.23468780517578,REM,4,SC400
E1,-28.044300079345703,-5.317544937133789,REM,4,SC451
E1,-13.468668937683105,14.404375076293945,N1,1,SC451
E1,-5.999828338623047,45.59004592895508,W,0,SC461
E1,-5.357855796813965,-5.381336212158203,N2,2,SC441
E1,-33.90979766845703,-15.425724983215332,N1,1,SC400
E1,-6.398542881011963,26.649402618408203,W,0,SC460
E1,-21.480125427246094,4.191171646118164,N1,1,SC425
E1,29.562116622924805,1.4384410381317139,N3,3,SC425
E1,-20.567211151123047,-16.476083755493164,REM,4,SC400
E1,-38.01752471923828,-10.88517951965332,REM,4,SC451
E1,-6.909657955169678,-9.855554580688477,REM,4,SC461
E1,28.327333450317383,-0.16804839670658112,N3,3,SC425
E1,41.46855545043945,6.518998622894287,N3,3,SC441
E1,-12.201322555541992,17.92957305908203,N1,1,SC425
E1,-4.646938800811768,43.54688262939453,W,0,SC461
E1,-21.103525161743164,5.4950666427612305,W,0,SC460
E1,31.64568328857422,5.18997859954834,N3,3,SC441
E1,-5.11923360824585,38.864864349365234,W,0,SC433
E1,-16.1639347076416,15.25236701965332,N1,1,SC441
E1,54.606101989746094,8.054415702819824,N3,3,SC400
E1,51.489402770996094,4.288613319396973,N3,3,SC400
E1,-15.035094261169434,12.024909019470215,N1,1,SC425
E1,-9.18821907043457,31.73529624938965,W,0,SC460
E1,12.575366973876953,-19.500181198120117,N2,2,SC400
E1,-15.906087875366211,11.842879295349121,N1,1,SC451
E1,-27.902605056762695,-2.255568742752075,N1,1,SC451
E1,19.262365341186523,-9.362479209899902,N2,2,SC460
E1,-22.738832473754883,5.69386100769043,W,0,SC425
E1,45.120521545410156,4.2801432609558105,N3,3,SC461
E1,-27.146800994873047,-2.4906418323516846,N1,1,SC428
E1,14.631448745727539,-6.41291618347168,N1,1,SC460
E1,-9.582781791687012,39.378929138183594,W,0,SC400
E1,-12.929938316345215,-11.30321216583252,N2,2,SC425
E1,50.548255920410156,4.087708473205566,N3,3,SC428
E1,-16.23581886291504,10.667238235473633,N1,1,SC428
E1,41.506324768066406,8.025766372680664,N3,3,SC441
E1,11.932231903076172,-13.606949806213379,N2,2,SC400
E1,-34.210105895996094,-18.850873947143555,REM,4,SC425
E1,39.457820892333984,3.8513057231903076,N3,3,SC428
E1,32.684112548828125,2.778501033782959,N3,3,SC460
E1,-7.449349880218506,23.362422943115234,W,0,SC451
E1,-6.526847839355469,41.49066925048828,W,0,SC451
E1,-17.25735092163086,11.582657814025879,N1,1,SC428
E1,34.57004165649414,-1.4944156408309937,N2,2,SC441
E1,34.61162185668945,-3.0109219551086426,N2,2,SC461
E1,21.558917999267578,-13.90415096282959,N3,3,SC425
E1,20.47238540649414,-13.190529823303223,N2,2,SC400
E1,-12.935491561889648,-1.580464243888855,N1,1,SC460
E1,-1.643244981765747,37.58984375,W,0,SC451
E1,13.47412395477295,-22.64446449279785,N2,2,SC400
E1,-3.64111065864563,-11.1625337600708,N2,2,SC461
E1,47.45649337768555,5.82595157623291,N3,3,SC428
E1,-31.347196578979492,-17.2087459564209,REM,4,SC400
E1,-24.124956130981445,-16.350067138671875,REM,4,SC400
E1,-30.989639282226562,-12.303886413574219,REM,4,SC425
E1,54.619720458984375,6.686295509338379,N3,3,SC400
E1,15.819938659667969,-12.519538879394531,REM,4,SC460
E1,-13.504181861877441,11.417860984802246,N1,1,SC441
E1,12.977775573730469,-23.102293014526367,N2,2,SC400
E1,-9.990625381469727,16.200923919677734,W,0,SC451
E1,1.027113437652588,-18.019018173217773,N2,2,SC433
E1,-12.70537281036377,12.765958786010742,W,0,SC451
E1,12.460993766784668,-22.354726791381836,N2,2,SC400
E1,18.388961791992188,-16.11642837524414,N2,2,SC428
E1,18.55609703063965,-14.227706909179688,N3,3,SC441
E1,4.304300308227539,-23.048221588134766,N2,2,SC441
E1,-24.344005584716797,-11.374216079711914,N2,2,SC451
E1,-19.264141082763672,5.7133026123046875,N1,1,SC428
E1,10.365644454956055,-22.418941497802734,N2,2,SC400
E1,-31.833906173706055,-6.996273040771484,REM,4,SC425
E1,-6.8071746826171875,23.856998443603516,W,0,SC451
E1,23.485553741455078,0.1453506350517273,REM,4,SC461
E1,12.801758766174316,-18.56220245361328,N2,2,SC461
E1,-5.477409839630127,45.112449645996094,W,0,SC461
E1,-7.922122955322266,20.160572052001953,W,0,SC428
E1,-16.603670120239258,15.034867286682129,N1,1,SC428
E1,-6.52211856842041,-2.3867990970611572,N1,1,SC441
E1,-2.2993085384368896,-16.657808303833008,N1,1,SC433
E1,-11.698711395263672,20.898527145385742,W,0,SC451
E1,-2.5556154251098633,37.01081085205078,W,0,SC425
E1,22.311471939086914,-12.898320198059082,N2,2,SC460
E1,6.665419101715088,-19.533859252929688,N2,2,SC433
E1,32.98974609375,-3.479220390319824,REM,4,SC461
E1,14.663812637329102,-20.2653751373291,N2,2,SC425
E1,-13.238387107849121,-4.266679763793945,N1,1,SC433
E1,-39.87046813964844,-16.173227310180664,REM,4,SC425
E1,15.634599685668945,-10.763449668884277,N2,2,SC451
E1,-19.046457290649414,14.763784408569336,N1,1,SC428
E1,-6.092563152313232,28.862407684326172,W,0,SC441
E1,20.184249877929688,-3.0976181030273438,N2,2,SC461
E1,-18.245925903320312,11.950139999389648,N1,1,SC428
E1,4.630334377288818,-20.320255279541016,N1,1,SC433
E1,24.759885787963867,-6.379846572875977,N3,3,SC425
E1,1.748936414718628,-8.460820198059082,N1,1,SC460
E1,-9.432005882263184,-9.242701530456543,REM,4,SC460
E1,16.87979507446289,-18.157861709594727,N2,2,SC400
E1,54.01652145385742,6.094693660736084,N3,3,SC400
E1,31.384370803833008,-4.7016682624816895,N3,3,SC400
E1,-16.287151336669922,9.243597030639648,W,0,SC400
E1,2.7513625621795654,-1.1009162664413452,N1,1,SC441
E1,-16.95200538635254,-9.915671348571777,N1,1,SC451
E1,-4.548768520355225,45.29512023925781,W,0,SC400
E1,27.75910186767578,-3.3611419200897217,N3,3,SC425
E1,3.966557264328003,-1.6179593801498413,N1,1,SC441
E1,-6.157786846160889,-7.5837788581848145,N1,1,SC460
E1,-11.448100090026855,23.324506759643555,W,0,SC451
E1,30.683940887451172,-2.33660626411438,N3,3,SC461
E1,-21.304227828979492,2.349595785140991,N1,1,SC461
E1,-18.59107208251953,13.58243465423584,W,0,SC400
E1,43.573673248291016,1.8185389041900635,N3,3,SC441
E1,26.89409828186035,-10.599491119384766,N2,2,SC428
E1,34.45143508911133,-4.814155578613281,REM,4,SC461
E1,-2.466169595718384,43.19556427001953,W,0,SC441
E1,40.83817672729492,-0.2230362892150879,N3,3,SC461
E1,-13.896300315856934,12.54011344909668,N1,1,SC433
E1,-2.490262269973755,44.37208557128906,W,0,SC461
E1,-23.536401748657227,-2.644479274749756,REM,4,SC441
E1,-8.865543365478516,-4.143253803253174,N1,1,SC433
E1,-8.451354026794434,37.10548400878906,W,0,SC433
E1,-7.012033462524414,37.17359924316406,W,0,SC460
E1,19.953767776489258,-17.185178756713867,N3,3,SC425
E1,-14.191305160522461,-8.774087905883789,N1,1,SC451
E1,4.263172149658203,-13.411971092224121,N2,2,SC460
E1,-10.915237426757812,32.055641174316406,W,0,SC425
E1,25.130332946777344,-12.41691780090332,N3,3,SC425
E1,-0.04407818987965584,3.98285174369812,W,0,SC400
E1,-8.329696655273438,13.875504493713379,N1,1,SC441
E1,-37.9567985534668,-10.544340133666992,REM,4,SC451
E1,-4.528830528259277,37.49979019165039,W,0,SC433
E1,-25.90577507019043,-5.214668273925781,REM,4,SC433
E1,-24.135862350463867,-11.047033309936523,REM,4,SC461
E1,4.576741695404053,-12.388439178466797,N2,2,SC460
E1,15.803842544555664,-19.76250648498535,N2,2,SC425
E1,0.6833335757255554,-15.721917152404785,N2,2,SC428
E1,-26.489505767822266,-13.124624252319336,N1,1,SC460
E1,-10.03847599029541,32.561519622802734,W,0,SC460
E1,2.6890695095062256,-1.060667872428894,N1,1,SC441
E1,43.712547302246094,5.598453521728516,N3,3,SC400
E1,-30.05843734741211,-3.45770263671875,REM,4,SC451
E1,-33.915950775146484,-5.749234199523926,N1,1,SC400
E1,-5.805305480957031,26.57601547241211,W,0,SC400
E1,0.66493159532547,-14.304219245910645,N2,2,SC461
E1,-25.431978225708008,-14.677719116210938,REM,4,SC425
E1,-10.374486923217773,-1.3419488668441772,N2,2,SC433
E1,28.478069305419922,-4.282602787017822,N2,2,SC425
E1,-8.102489471435547,21.975723266601562,W,0,SC441
E1,-23.821611404418945,-14.688247680664062,REM,4,SC461
E1,-19.927152633666992,5.090356349945068,N1,1,SC428
E1,11.658286094665527,-22.557872772216797,N2,2,SC425
E1,10.74758529663086,-23.68424415588379,N2,2,SC400
E1,-19.01793670654297,7.888283729553223,N1,1,SC400
E1,-28.791955947875977,-17.530014038085938,REM,4,SC400
E1,37.01065444946289,-1.0618746280670166,N3,3,SC460
E1,-16.819013595581055,-0.6281961798667908,W,0,SC461
E1,10.285001754760742,-8.113443374633789,N1,1,SC460
E1,25.369434356689453,-0.19603538513183594,REM,4,SC461
E1,54.61498260498047,7.1454691886901855,N3,3,SC400
E1,-29.908260345458984,-6.959321022033691,REM,4,SC460
E1,23.452421188354492,-3.334326982498169,N1,1,SC461
E1,-1.8637458086013794,35.8027458190918,W,0,SC425
E1,-23.798297882080078,-13.735319137573242,REM,4,SC428
E1,-31.11005401611328,-7.892680644989014,REM,4,SC400
E1,-9.469551086425781,-2.9526214599609375,N1,1,SC461
E1,-0.1341182440519333,0.5719753503799438,N1,1,SC425
E1,52.83620834350586,6.239295959472656,N3,3,SC428
E1,-5.361519813537598,-9.521360397338867,N1,1,SC461
E1,-18.02891731262207,-1.7733923196792603,W,0,SC461
E1,25.046201705932617,1.222232460975647,N1,1,SC461
E1,29.636585235595703,0.8639945983886719,N3,3,SC425
E1,-4.253421306610107,37.104671478271484,W,0,SC433
E1,-6.568528652191162,12.234711647033691,N1,1,SC461
E1,17.295944213867188,-8.702801704406738,N1,1,SC451
E1,30.20486831665039,3.43729305267334,REM,4,SC461
E1,-5.762095928192139,32.159671783447266,W,0,SC441
E1,29.20609474182129,3.7207064628601074,N3,3,SC461
E1,6.510032653808594,-12.133573532104492,N2,2,SC461
E1,-4.40723180770874,46.571495056152344,W,0,SC451
E1,-31.62044334411621,-17.179363250732422,REM,4,SC425
E1,42.97298049926758,6.567347526550293,N3,3,SC441
E1,48.08201599121094,8.075138092041016,N3,3,SC441
E1,43.036720275878906,-0.31813013553619385,N3,3,SC400
E1,18.07874298095703,-1.364545464515686,N3,3,SC425
E1,-7.075547695159912,-4.123899936676025,N1,1,SC441
E1,-14.6428804397583,-2.8594017028808594,W,0,SC441
E1,-5.929538249969482,44.06415557861328,W,0,SC433
E1,-13.744542121887207,13.786144256591797,N1,1,SC451
E1,-29.767946243286133,-2.291062831878662,N1,1,SC428
E1,48.68061065673828,4.141115665435791,N3,3,SC461
E1,-33.62625503540039,-10.739004135131836,REM,4,SC425
E1,43.16259002685547,2.2911365032196045,N3,3,SC441
E1,-34.16481399536133,-20.035919189453125,REM,4,SC428
E1,-23.795148849487305,-2.2360568046569824,REM,4,SC433
E1,-4.099080562591553,46.08293151855469,W,0,SC461
E1,30.048986434936523,-0.2315395474433899,N3,3,SC461
E1,-9.042370796203613,36.56188201904297,W,0,SC425
E1,-36.68950271606445,-5.569371700286865,REM,4,SC451
E1,26.418928146362305,0.9535114169120789,N2,2,SC461
E1,-8.84405517578125,22.26999282836914,N1,1,SC451
E1,23.350067138671875,-12.091858863830566,N2,2,SC460
E1,32.57899475097656,0.36633971333503723,N3,3,SC460
E1,15.749119758605957,-11.11922836303711,N2,2,SC451
E1,38.731536865234375,0.8865903615951538,REM,4,SC461
E1,-13.510517120361328,-4.411703586578369,N2,2,SC451
E1,-32.21049499511719,-10.623157501220703,REM,4,SC425
E1,-37.544925689697266,-9.049834251403809,REM,4,SC400
E1,27.73611068725586,-4.4211344718933105,N3,3,SC425
E1,-26.74190902709961,0.12974034249782562,W,0,SC451
E1,-0.1985493004322052,-19.373390197753906,N2,2,SC428
E1,-8.973414421081543,41.30092239379883,W,0,SC400
E1,-4.228784084320068,41.111961364746094,W,0,SC428
E1,49.73056411743164,6.768929481506348,N3,3,SC428
E1,-31.833839416503906,-7.173365116119385,N1,1,SC425
E1,-0.21599741280078888,39.06517791748047,W,0,SC428
E1,-19.539722442626953,15.935547828674316,N1,1,SC441
E1,3.5786292552948,-16.11223602294922,N1,1,SC425
E1,-14.065500259399414,5.958456993103027,W,0,SC433
E1,7.170053958892822,-19.235422134399414,N2,2,SC425
E1,-41.416446685791016,-13.51564884185791,REM,4,SC400
E1,-32.501346588134766,-3.994490146636963,REM,4,SC441
E1,38.761714935302734,-0.6037673354148865,N3,3,SC428
E1,-23.69790267944336,-13.325247764587402,REM,4,SC433
E1,0.5704195499420166,2.7986505031585693,W,0,SC425
E1,15.886955261230469,-20.695558547973633,N2,2,SC425
E1,-7.5865936279296875,21.467500686645508,W,0,SC433
E1,-38.926422119140625,-9.743337631225586,REM,4,SC428
E1,-36.466697692871094,-5.193954944610596,REM,4,SC451
E1,-19.818090438842773,7.1078314781188965,W,0,SC460
E1,-36.37203598022461,-14.462099075317383,REM,4,SC400
E1,24.906686782836914,-2.0678882598876953,N3,3,SC461
E1,-2.839906930923462,-14.948198318481445,N2,2,SC441
E1,-6.838810920715332,-3.453322172164917,N1,1,SC441
E1,-37.22027587890625,-12.084010124206543,REM,4,SC433
E1,4.533038139343262,-22.064653396606445,N2,2,SC433
E1,-12.603548049926758,19.599443435668945,W,0,SC441
E1,20.661056518554688,-1.3050565719604492,REM,4,SC461
E1,29.595901489257812,2.8226094245910645,N3,3,SC441
E1,50.31758499145508,5.412561416625977,N3,3,SC428
E1,-10.645109176635742,-8.574610710144043,N1,1,SC451
E1,-33.19659423828125,-19.570005416870117,REM,4,SC433
E1,-23.257549285888672,-3.583111047744751,REM,4,SC441
E1,35.36014175415039,0.29932111501693726,N2,2,SC461
E1,23.270198822021484,-5.494347095489502,N2,2,SC460
E1,31.080520629882812,-5.525929927825928,N3,3,SC425
E1,-12.071782112121582,20.289093017578125,N1,1,SC451
E1,-1.931970238685608,37.13238525390625,W,0,SC428
E1,-40.941314697265625,-12.926640510559082,REM,4,SC400
E1,-4.296348571777344,47.16974639892578,W,0,SC461
E1,-15.175808906555176,1.796942949295044,N1,1,SC433
E1,28.936092376708984,-2.6562659740448,N2,2,SC428
E1,-8.720913887023926,19.912378311157227,W,0,SC460
E1,54.108306884765625,7.694949626922607,N3,3,SC400
E1,-27.529449462890625,-6.983949661254883,REM,4,SC441
E1,29.70541763305664,-2.9931752681732178,N3,3,SC425
E1,34.529048919677734,-3.586829900741577,N1,1,SC461
E1,-30.608854293823242,-6.388535022735596,REM,4,SC451
E1,19.797943115234375,-17.06281852722168,N3,3,SC425
E1,-26.444868087768555,-2.3969459533691406,REM,4,SC441
E1,-0.6302436590194702,-3.2009127140045166,W,0,SC460
E1,40.91669845581055,6.8237223625183105,N3,3,SC400
E1,33.2874641418457,1.5744996070861816,N3,3,SC460
E1,6.695909023284912,-21.395309448242188,N2,2,SC460
E1,-37.37663650512695,-12.383650779724121,N1,1,SC400
E1,52.02262878417969,6.603598117828369,N3,3,SC428
E1,-1.0652748346328735,-16.688108444213867,N2,2,SC460
E1,-3.6163153648376465,32.31541061401367,W,0,SC441
E1,-9.80376148223877,-6.973068714141846,N1,1,SC441
E1,-12.676395416259766,20.184995651245117,N1,1,SC451
E1,-12.38829517364502,-2.582721710205078,N1,1,SC425
E1,28.67498207092285,0.8569833040237427,N3,3,SC428
E1,4.500231742858887,-20.01634407043457,N2,2,SC428
E1,25.814733505249023,-4.66091775894165,N3,3,SC460
E1,0.8271932005882263,-13.761242866516113,N2,2,SC451
E1,25.593603134155273,-6.2125396728515625,N3,3,SC425
E1,15.53254508972168,-7.575189590454102,N1,1,SC460
E1,18.339445114135742,-7.968698978424072,N1,1,SC451
E1,-6.7513108253479,40.16107177734375,W,0,SC460
E1,1.4253735542297363,1.7793755531311035,N2,2,SC460
E1,52.667762756347656,5.916375160217285,N3,3,SC428
E1,17.04936981201172,-18.42056655883789,N2,2,SC400
E1,35.20313262939453,3.651481866836548,N3,3,SC461
E1,-9.888558387756348,19.5764217376709,W,0,SC400
E1,4.894923210144043,-21.262033462524414,N1,1,SC433
E1,9.087789535522461,-18.053672790527344,N1,1,SC441
E1,16.38819122314453,-13.004490852355957,N2,2,SC441
E1,19.08486557006836,-5.69422721862793,N1,1,SC451
E1,32.24892807006836,1.3612867593765259,N3,3,SC441
E1,-15.5421781539917,12.73748779296875,W,0,SC428
E1,-35.99069595336914,-13.10822582244873,REM,4,SC433
E1,-30.699188232421875,-10.996587753295898,REM,4,SC428
E1,-5.559434413909912,47.21888732910156,W,0,SC461
E1,-11.156675338745117,-13.780755996704102,N2,2,SC441
E1,-11.966163635253906,-0.08386985212564468,N1,1,SC441
E1,43.97411346435547,0.04025028645992279,N3,3,SC460
E1,-29.056869506835938,-14.456317901611328,N1,1,SC400
E1,-38.40696334838867,-13.40131664276123,REM,4,SC400
E1,-27.74849510192871,-7.568318843841553,REM,4,SC441
E1,-14.63338851928711,-6.075166702270508,N1,1,SC461
E1,-19.041099548339844,9.041218757629395,W,0,SC461
E1,-0.19902947545051575,-12.75882339477539,N1,1,SC451
E1,-13.729225158691406,-13.944828987121582,N1,1,SC461
E1,-33.8328742980957,-19.456924438476562,N2,2,SC428
E1,-5.482240676879883,-13.259888648986816,N1,1,SC451
E1,40.99585723876953,0.47846776247024536,N3,3,SC461
E1,-5.344761371612549,32.66289520263672,W,0,SC425
E1,-14.896130561828613,-0.9039400219917297,N1,1,SC451
E1,29.809612274169922,-3.6927735805511475,N3,3,SC425
E1,-23.908710479736328,-6.475672245025635,REM,4,SC441
E1,-39.870094299316406,-16.957746505737305,REM,4,SC428
E1,-6.847655773162842,32.97978973388672,W,0,SC433
E1,-6.145214080810547,35.07022476196289,W,0,SC428
E1,15.933769226074219,-17.353561401367188,N2,2,SC461
E1,-5.155176639556885,45.85497283935547,W,0,SC461
E1,33.4827880859375,-6.060632705688477,N3,3,SC400
E1,-40.66607666015625,-14.267354965209961,REM,4,SC428
E1,48.397804260253906,4.530309200286865,N3,3,SC441
E1,-9.440672874450684,-12.841506004333496,N1,1,SC461
E1,-9.443134307861328,22.44808006286621,W,0,SC460
E1,-5.832395553588867,-7.853710174560547,N2,2,SC451
E1,11.952062606811523,-20.828889846801758,N2,2,SC433
E1,14.663284301757812,-10.302799224853516,REM,4,SC460
E1,45.403968811035156,3.8516340255737305,N3,3,SC461
E1,-24.983020782470703,-9.87074089050293,REM,4,SC433
E1,-32.76919174194336,-6.863284111022949,REM,4,SC428
E1,-5.887048721313477,-2.8806169033050537,N1,1,SC433
E1,-22.071744918823242,-10.588863372802734,REM,4,SC460
E1,31.77292823791504,5.657794952392578,N3,3,SC428
E1,-17.40419578552246,12.818840980529785,W,0,SC400
E1,-15.991565704345703,8.641345024108887,W,0,SC400
E1,-36.591522216796875,-12.988012313842773,REM,4,SC425
E1,-2.9785094261169434,-11.04824161529541,N1,1,SC461
E1,15.346965789794922,-7.071119785308838,N1,1,SC460
E1,21.373924255371094,1.3593252897262573,REM,4,SC461
E1,43.810665130615234,4.262876987457275,N3,3,SC461
E1,-16.074209213256836,-10.99819564819336,N1,1,SC425
E1,-5.693633556365967,25.27335548400879,W,0,SC441
E1,-24.301237106323242,-0.3811427056789398,W,0,SC461
E1,7.924108982086182,-20.087984085083008,N2,2,SC433
E1,-16.541248321533203,-9.95639705657959,N1,1,SC461
E1,17.43189239501953,-10.595231056213379,N3,3,SC460
E1,-32.512115478515625,-15.766639709472656,REM,4,SC428
E1,18.040578842163086,-17.210010528564453,N2,2,SC400
E1,-8.174210548400879,18.177444458007812,W,0,SC451
E1,-6.808006763458252,-8.01972484588623,REM,4,SC460
E1,-33.473915100097656,-16.95966911315918,REM,4,SC400
E1,26.96761703491211,-0.09394539892673492,N3,3,SC461
E1,18.66170883178711,-17.122602462768555,N3,3,SC425
E1,-38.5439338684082,-15.02433967590332,REM,4,SC428
E1,24.462661743164062,-4.343552589416504,N3,3,SC451
E1,-27.941967010498047,-4.760980129241943,REM,4,SC451
E1,-5.167175769805908,-10.703568458557129,N1,1,SC425
E1,20.466581344604492,-15.917221069335938,N3,3,SC425
E1,6.206151008605957,-12.60813045501709,N2,2,SC460
E1,3.084970712661743,-21.731830596923828,N2,2,SC428
E1,16.696435928344727,-11.053799629211426,N3,3,SC460
E1,-4.906401634216309,46.77595138549805,W,0,SC461
E1,-29.388959884643555,-7.746230602264404,REM,4,SC441
E1,46.68351745605469,2.928973913192749,N3,3,SC400
E1,33.568443298339844,-1.8935223817825317,N3,3,SC441
E1,-29.171939849853516,-2.1760871410369873,REM,4,SC451
E1,-11.127748489379883,-9.670271873474121,REM,4,SC428
E1,-18.910114288330078,14.811697006225586,N1,1,SC400
E1,-5.835174560546875,36.366912841796875,W,0,SC400
E1,32.14223861694336,-3.273298740386963,N3,3,SC460
E1,19.81037712097168,-15.144887924194336,N2,2,SC428
E1,-6.466578960418701,12.093608856201172,N1,1,SC461
E1,29.396549224853516,-1.27460777759552,N3,3,SC441
E1,37.872310638427734,0.5328775644302368,N2,2,SC461
E1,-29.62358283996582,-15.112588882446289,REM,4,SC425
E1,45.18225860595703,-0.06397058814764023,N3,3,SC400
E1,-29.01364517211914,-6.587141990661621,REM,4,SC451
E1,-1.6041680574417114,41.23269271850586,W,0,SC425
E1,-35.28685760498047,-9.257047653198242,REM,4,SC451
E1,2.4523377418518066,-4.23024320602417,N1,1,SC461
E1,-2.0860960483551025,37.516746520996094,W,0,SC460
E1,-29.578861236572266,-5.143124580383301,N1,1,SC428
E1,-35.08449172973633,-5.749334335327148,REM,4,SC433
E1,-13.481852531433105,6.076004505157471,N1,1,SC428
E1,-5.222095012664795,-0.9922446608543396,N1,1,SC460
E1,4.853656768798828,-23.40875816345215,N2,2,SC425
E1,-6.808556079864502,28.866138458251953,W,0,SC460
E1,-5.379788398742676,46.54643630981445,W,0,SC461
E1,12.27419662475586,-10.268375396728516,N3,3,SC451
E1,-30.594266891479492,-1.4400309324264526,REM,4,SC451
E1,21.74062156677246,-2.7218658924102783,N2,2,SC461
E1,35.34663009643555,2.5682859420776367,N3,3,SC460
E1,-9.484338760375977,20.277671813964844,N1,1,SC441
E1,12.708537101745605,-22.691055297851562,N2,2,SC400
E1,-10.50045394897461,36.260101318359375,W,0,SC400
E1,-26.572654724121094,0.07828779518604279,N1,1,SC428
E1,-20.59870147705078,-8.05897045135498,REM,4,SC460
E1,-38.60377502441406,-11.211745262145996,REM,4,SC451
E1,44.37317657470703,0.046383678913116455,N3,3,SC441
E1,-22.97757911682129,-2.934023141860962,REM,4,SC433
E1,-10.669562339782715,-0.6655675172805786,N1,1,SC428
E1,-8.486459732055664,38.65255355834961,W,0,SC441
E1,-24.292524337768555,-12.096758842468262,REM,4,SC460
E1,-34.97560119628906,-19.763978958129883,REM,4,SC428
E1,44.29708480834961,3.4847238063812256,N3,3,SC460
E1,-7.95682430267334,-8.833741188049316,N2,2,SC451
E1,13.956304550170898,-7.012683391571045,N2,2,SC428
E1,-34.24443435668945,-4.782251834869385,REM,4,SC425
E1,-21.382305145263672,2.719381332397461,N1,1,SC461
E1,31.700489044189453,3.6346874237060547,N3,3,SC461
E1,30.144556045532227,1.8287701606750488,N3,3,SC460
E1,-9.859553337097168,24.173969268798828,W,0,SC433
E1,14.599227905273438,-22.297454833984375,N2,2,SC400
E1,-10.005879402160645,21.804475784301758,N1,1,SC441
E1,16.845375061035156,-20.173938751220703,N2,2,SC433
E1,47.84239959716797,4.196692943572998,N3,3,SC428
E1,-18.91996192932129,-1.0576977729797363,N1,1,SC428
E1,-10.206496238708496,-3.8773562908172607,N1,1,SC428
E1,-23.297378540039062,6.59736967086792,N1,1,SC425
E1,50.6096305847168,4.907571792602539,N3,3,SC428
